SwUFn ID	함수명	현재 Related ID	계층(자동판정 — 휴리스틱이며 확정 아님, 오분류 발견 시 알려주십시오)	제외 사유
SwUFn_35154	sf_HandleFirmwareTransferData	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35153	sf_HandleSignatureTransferData	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35157	sf_HandleStandardSecureFlashResult	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35161	sf_IsAppVersionValid	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35166	sf_IsEepromVersionValid	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35160	sf_IsFirmwareInstalled	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35149	sf_IsFirmwareTransferLengthAccepted	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35140	sf_IsRequestedVersionAllowed	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35145	sf_IsTransferDataBlockSequenceValid	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3553	sf_LinAccumulateChecksum	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3547	sf_LinBreakDetectWait	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3554	sf_LinCheckSum	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3560	sf_LinCompleteRxFrame	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3549	sf_LinDataPolling	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3550	sf_LinDecrementWordToZero	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3559	sf_LinHandleDataState	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3558	sf_LinHandlePidState	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3561	sf_LinHandleReceiveState	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3562	sf_LinHandleTransmitState	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3548	sf_LinHeaderCheck	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3551	sf_LinIncrementByte	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3552	sf_LinIncrementWord	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3555	sf_LinIntCheckSum	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3557	sf_LinStartDataTx	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3556	sf_LinStartPendingResponseTx	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35171	sf_LinTpGetNextCfNum	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35175	sf_LinTpParserMF	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35174	sf_LinTpParserSF	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3590	sf_LinUdsChkProDepenency	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3597	sf_LinUdsCommunicationControl	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3596	sf_LinUdsControlDTCSetting	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3586	sf_LinUdsDiagnosticSessionControl	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3595	sf_LinUdsECUReset	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3589	sf_LinUdsEraseMemory	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35100	sf_LinUdsIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3598	sf_LinUdsNegativeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3599	sf_LinUdsOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3592	sf_LinUdsRequestDownload	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35122	sf_LinUdsResponsePending	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3588	sf_LinUdsRoutineControl	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3587	sf_LinUdsSecurityAccess	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35101	sf_LinUdsSequenceErrorResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3593	sf_LinUdsTransferData	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3594	sf_LinUdsTransferExit	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3591	sf_LinUdsVersionCheck	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35147	sf_LoadSignatureHeader	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35142	sf_ParseRequestDownloadField	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35155	sf_PushSecureFlashRange	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35131	sf_ReadAppVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35164	sf_ReadEepromVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35127	sf_ReadU16MsbFirst	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35128	sf_ReadU32MsbFirst	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3584	sf_ResetAfterNegativeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35143	sf_ResolveRequestDownloadTarget	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35159	sf_RunCrc32Verification	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35158	sf_RunStandardSecureFlashVerification	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35132	sf_SavePreviousVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35124	sf_SecurityAccessAlgorithm	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35123	sf_SecurityCheck	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35110	sf_SendCommunicationOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35107	sf_SendDispatchOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35106	sf_SendMiscNrcResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35117	sf_SendOptionalIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35116	sf_SendRequestDownloadIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35109	sf_SendRequestDownloadOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35105	sf_SendResetNrcResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35114	sf_SendRoutineIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35103	sf_SendRoutineNrcResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35108	sf_SendRoutineOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35120	sf_SendRoutineSequenceErrorResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35113	sf_SendSecurityIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35119	sf_SendSecuritySequenceErrorResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35112	sf_SendSessionIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35102	sf_SendSessionNrcResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35118	sf_SendSessionSequenceErrorResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35115	sf_SendTransferIncorMsgLengthResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35111	sf_SendTransferOutOfRangeResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35121	sf_SendTransferSequenceErrorResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35104	sf_SendVersionNrcResponse	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35148	sf_StoreSignatureData	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35136	sf_SyncEepromPreviousVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35135	sf_SyncFlashPreviousVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35138	sf_SyncPreviousVersionBeforeErase	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35125	sf_TryAddU32	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35126	sf_TrySubU16	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35152	sf_UpdateTransferExitSequenceForFirmware	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35167	sf_VersionsMatch	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35165	sf_WriteEepromVersion	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_35151	sf_WriteTransferDataToFlash	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_2107	WriteWord	SWCOM_21	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
SwUFn_3534	WriteWord	SWCOM_35	BOOT_REPROG	부트로더·재프로그래밍(flash/EEPROM) — 앱 기능 설계(SwFn)의 대상이 아님
